age,educ,exper,hours,wage,faminc,nkids,city
40,11,21,2272,4.4444,12800,2,0
39,12,13,1670,4.8583,13530,3,0
44,11,23,1952,4.7986,10000,2,0
40,14,7,1984,9.3294,25700,2,1
47,12,15,112,3.9194,29500,0,1
32,12,2,0,2.3118,18190,2,0
42,12,8,0,0,13399,1,0
34,8,9,1976,0,14450,0,1
44,7,19,0,0,10700,0,0
35,14,6,0,0,37600,3,1
31,10,4,0,0,4350,3,0
32,12,12,780,0,19237,4,1
45,12,5,0,1.8519,24470,5,1
51,10,1,0,0,30800,1,0
48,10,9,0,0,16120,2,1
58,14,21,0,0,19007,0,1
33,14,15,0,4.6875,28630,3,1
35,12,27,1832,3.2096,22502,1,0
38,12,12,0,0,29650,2,1
46,12,37,1456,6.3218,7300,2,0
43,12,14,1875,3.3333,24106,0,1
45,6,11,1128,0,12260,3,1
34,16,7,0,0,20880,3,1
55,8,14,0,1.7407,13400,1,1
31,14,11,1750,2.4725,36430,2,0
58,12,19,1052,6.6335,13700,0,1
43,17,22,1923,5.8065,57000,3,1
47,12,30,0,0,16600,0,1
41,12,25,1428,0,14000,1,0
30,12,1,1880,2.9891,19500,1,1
48,12,30,60,1.3889,15519,1,1
53,6,4,0,0,3305,3,0
32,16,6,0,9.3023,30800,2,1
47,17,6,1260,8.19,79750,0,1
41,12,12,1224,3.6694,28030,2,1
30,17,7,2025,10.638,62500,0,1
47,12,7,1791,4,26350,3,1
37,12,11,0,4.2339,19800,1,0
53,12,2,0,0,10000,1,1
36,12,0,1080,1.8519,17500,3,0
39,12,9,1413,0,15632,2,0
33,8,11,1664,1.2019,16500,1,0
42,17,2,0,0,10776,5,1
37,14,21,1984,6,13900,1,1
55,17,37,1680,9.6354,40500,0,1
35,17,16,1740,13.554,24000,2,1
35,12,2,2581,5.787,90800,2,1
39,14,16,996,13.554,32600,0,1
42,12,0,690,3.75,15897,1,0
46,12,9,2000,3.2143,29774,0,1
37,11,8,794,0,17700,3,0
51,6,6,0,0,21900,1,1
52,11,19,996,13.554,24000,0,1
48,12,8,0,0,20960,1,1
45,12,3,346,0,42800,2,1
34,17,1,716,3.445,96000,2,0
30,13,3,0,0,21700,2,1
47,11,35,1960,5.6391,16510,0,1
30,12,11,1680,5.0872,14090,3,0
33,12,11,0,2.6667,20960,4,1
37,12,2,215,1.8605,21700,0,0
30,12,0,1984,2.9762,28030,1,1
48,9,12,0,0,12092,2,0
45,12,12,0,0,21950,0,0
33,16,5,0,0,24000,1,1
49,12,15,0,1.7778,16000,0,1
52,12,15,980,0,30000,0,1
42,10,21,0,2.1505,6985,2,0
31,12,13,0,0.7143,24686,1,1
38,16,16,1960,2.3747,19742,2,1
48,12,4,0,0,19495,0,0
38,14,8,1220,2.2899,7700,2,1
48,14,6,1640,10.204,57000,2,1
37,12,18,1823,0,14450,1,1
34,13,2,0,2.4213,27000,2,1
37,9,13,0,0,17410,4,1
47,12,15,1450,2,24717,3,1
53,16,25,1920,7.0153,39500,0,1
30,12,3,0,0,32650,4,1
30,12,15,1579,3.1666,33040,2,0
41,12,7,0,2.3636,30623,4,1
52,11,1,0,4.0625,50300,2,1
33,6,0,0,0,3777,3,0
53,12,10,0,0,27760,1,0
32,12,2,252,0.3571,18190,4,0
38,12,7,1376,2.907,16500,1,0
41,12,7,0,0,24000,2,1
45,12,5,0,0,16700,2,1
42,12,3,0,0,12900,2,0
44,12,14,1839,4.4595,15400,0,1
46,12,0,0,0,21000,5,1
50,12,11,1664,5.123,21025,0,0
49,12,18,1500,4.8966,62500,0,1
54,14,5,0,2.2222,37752,0,1
43,12,19,1515,2.3747,28000,4,1
37,10,10,0,0,10867,3,1
44,9,9,800,0,20050,2,0
50,12,14,419,2.9261,22962,1,1
49,11,6,160,0,18550,2,0
48,8,0,0,0,14400,0,1
31,12,13,336,0.7143,19870,4,0
33,12,11,1850,4.4687,31875,3,0
51,12,5,1740,3.1975,16120,1,0
60,8,14,893,3.9194,25500,0,1
40,17,22,1875,4.4595,31000,1,1
42,12,8,0,0,14500,2,1
35,13,11,2215,5.0872,14025,3,1
31,12,6,0,0,32600,1,1
41,13,11,561,2.7629,15500,2,1
54,12,36,2581,2.3747,19742,1,0
58,12,32,1250,22.5,6719,0,1
43,14,22,2025,5.8675,25300,2,1
38,12,21,1984,2.3896,26201,0,1
48,11,6,0,0,15000,4,1
34,9,0,0,0,7040,1,0
37,11,1,0,0,27000,1,0
47,12,7,1275,0,24795,3,1
30,17,4,0,0,20500,1,1
47,12,12,1250,0,35000,1,1
49,10,3,0,0,18290,0,1
37,12,3,0,0,35910,4,1
41,12,14,1960,2.6738,24400,1,1
36,12,9,480,1.8892,34000,3,1
51,12,20,0,0,22200,0,1
34,13,2,413,2.4213,27000,2,0
45,9,11,732,0,18550,0,1
41,12,45,1880,4.5408,18500,0,0
32,17,11,1302,3.5052,9600,0,0
43,13,19,2490,3.6757,34220,1,1
42,12,3,2318,5.3935,28700,1,1
36,16,23,1920,8.2237,20405,3,1
43,12,21,1600,0,18900,0,0
51,12,10,0,0,17700,1,1
43,17,10,900,3.9683,35100,3,1
47,14,20,30,1,10592,0,0
32,12,8,0,0,16600,3,0
47,15,14,2030,0,52645,0,1
54,12,35,1020,0,22650,0,0
54,11,14,1275,1.8824,24795,0,1
41,17,12,1800,5.787,28030,3,0
30,12,5,413,0,23600,2,0
31,12,3,0,0,24250,3,1
59,11,18,1920,1.5385,34550,0,1
51,13,24,112,6.25,21025,0,1
51,17,23,996,13.554,26100,0,1
37,14,3,0,0,15900,2,0
51,16,32,3225,4.9819,23100,1,0
53,10,15,1500,5.4167,35702,2,1
58,8,0,0,0,37700,0,0
51,17,14,1960,4.4595,20000,0,0
35,11,1,0,0,12367,3,0
45,12,10,1877,3.7294,23980,1,0
32,12,2,336,0.3571,16300,2,0
43,12,5,0,3.6585,32275,3,1
55,9,10,0,0,18200,2,1
32,12,1,0,0,35910,4,1
36,16,3,0,1.641,14500,3,0
43,14,14,1960,3.9286,7700,1,1
55,16,20,0,3.4014,28160,0,0
35,16,13,2000,8.3333,21152,0,0
33,12,5,0,0,9450,2,0
56,12,45,1400,9.5785,15000,0,0
43,11,18,3120,1.5845,12800,0,0
30,12,11,1680,5.6391,14000,1,0
49,12,8,1581,1,38700,1,1
52,12,4,0,0,17970,0,0
42,12,13,1440,4.3956,36550,1,1
54,17,9,0,4.8,35702,0,1
40,13,16,0,0,28200,2,0
35,16,6,0,6.5826,28630,3,1
44,12,8,0,0,29000,0,1
42,16,4,1440,4.698,21152,3,0
37,12,0,0,0,34000,1,0
45,17,9,0,25,26220,2,1
40,15,2,0,5.8671,33920,3,0
49,11,14,610,4.0984,14000,0,1
49,10,15,1376,8.0357,16640,0,0
38,15,25,1875,1.8762,37300,5,0
30,16,33,794,4.2339,15850,5,1
48,13,5,0,0,28000,2,0
37,12,11,1413,1.9724,13000,0,0
31,12,8,2005,6.875,23900,1,0
55,6,37,2000,0,15428,1,0
31,13,4,640,3.1975,17730,1,1
42,12,16,2750,6.875,19022,2,0
31,13,3,15,0,73600,3,0
52,12,22,0,0,35000,0,1
37,12,6,215,1.8605,21700,3,0
30,12,5,0,1.3889,21800,6,1
54,8,25,1688,5.3713,16300,0,1
54,8,20,0,0,13000,0,0
51,12,20,0,0.6564,19700,3,1
49,12,19,1336,2.6871,14027,2,0
38,16,7,0,0,45250,2,1
45,12,13,0,0,16476,2,1
32,17,9,1904,4.7269,21367,3,1
31,12,11,2012,2.9,9300,2,0
38,12,6,2058,3.0277,23057,1,1
45,12,21,1880,4.1489,20500,2,0
52,8,6,480,0,7850,0,0
43,8,13,1785,7.8947,15850,1,0
56,10,20,0,0.3571,8300,1,1
36,12,1,780,1.641,10455,3,0
46,8,0,0,0,18000,0,1
45,13,5,0,0,21025,2,1
57,12,25,0,1.4815,31800,1,0
36,12,5,1803,0,37752,2,0
57,12,30,1944,0,7044,0,1
39,10,18,2340,0.1282,11500,3,0
56,17,9,3000,18.267,62500,0,1
32,12,4,0,0,11000,2,1
54,12,20,2058,2.9674,30000,0,1
43,8,16,3120,5.7259,20425,3,0
38,12,2,0,0,7850,2,1
41,12,5,1621,2.2754,90800,2,1
52,12,24,988,4.8583,12260,1,1
51,12,29,720,0,3305,0,0
47,14,18,960,6.5826,32300,4,1
31,12,3,0,0,12092,1,0
49,12,19,1516,5.814,18700,0,1
47,12,30,0,0,16576,0,1
32,14,1,0,0.3826,48300,3,1
49,12,1,0,0,28070,1,0
42,17,11,0,4.1489,37250,2,1
33,12,7,0,1.8578,6740,3,0
31,12,6,0,0,14000,2,1
30,12,11,1680,3.5714,24400,3,1
53,13,2,0,0,16200,0,1
32,12,1,0,0,7286,3,0
47,12,5,0,0,18200,1,1
44,12,18,2646,4.5,17730,1,1
43,16,29,1920,2.6667,26921,0,1
34,13,4,0,0,18232,6,1
43,14,4,1976,1.75,77000,3,0
48,16,27,1530,5.3713,39750,0,1
35,12,14,1440,1.7442,17200,3,0
47,12,20,0,1.8578,21100,1,1
45,12,0,0,0,21950,0,0
48,12,17,0,2.6375,8311,0,1
41,12,19,2208,4.9819,17700,1,0
37,12,6,2012,1.6,9300,2,0
36,12,7,1520,2,51200,2,0
54,14,35,1740,1.1111,22200,0,0
41,12,6,240,2.0833,15500,3,0
38,13,11,1446,4.2877,20460,1,1
49,12,11,1715,9.5785,62500,0,1
60,12,23,215,1.8605,18900,0,1
32,14,0,0,0,28900,5,1
42,12,14,0,0,24470,1,1
34,16,7,1516,7.2559,48300,4,1
32,17,4,0,0,47500,4,1
42,12,2,0,0,16100,1,0
35,12,9,0,1.9,20050,2,1
54,12,36,2032,6.8677,13120,0,1
46,12,3,0,0,14694,0,1
52,12,12,0,0,37300,1,1
43,12,6,1848,3.6797,16120,1,0
32,12,14,460,3.46,17300,2,0
47,13,8,450,1.0938,12900,1,1
32,13,9,690,0,24701,2,1
32,10,1,1080,0,18900,3,1
31,16,5,0,0,23000,3,1
48,12,19,2208,5.2326,20883,0,1
38,17,13,1688,6.9444,35100,1,1
30,11,7,2646,2.9674,20000,1,1
32,13,3,0,0,18214,4,0
46,12,7,1000,10.204,18600,2,1
41,16,1,0,0,35020,0,1
41,12,2,225,1.7778,18520,3,1
41,12,18,0,2.3636,19500,1,0
52,12,4,800,5.8065,27400,3,1
38,16,19,2033,6,23675,2,1
45,12,6,2149,3.9194,12260,1,1
56,12,1,0,0,16576,0,1
42,8,8,1944,1.749,20610,4,0
39,13,17,2058,3.1975,35400,2,1
48,11,12,2000,4.5918,12487,1,1
43,15,9,0,5.0352,19007,2,1
44,11,14,660,0,23100,1,1
49,12,17,30,2.6871,19237,1,1
46,12,22,240,2.7027,15980,0,1
53,6,0,0,0,3777,3,0
36,17,7,1920,14.631,26000,4,1
53,14,6,0,1.1987,28160,0,1
46,17,23,1158,9.5057,25704,1,1
30,12,10,1904,3.1975,26000,3,1
59,14,13,1850,3.0952,88000,0,1
36,12,14,480,1.8578,7500,3,1
55,12,37,1823,1.9792,15428,0,1
47,11,4,1176,0,24125,3,1
40,12,17,1000,2.2754,19000,4,0
30,12,7,0,0,8100,2,0
49,12,15,1960,2.4457,34000,1,0
49,12,14,0,0,16000,0,1
39,9,2,1980,0,19150,4,1
44,12,12,1680,2.205,12260,2,1
52,8,6,120,2.9167,15850,0,1
30,12,11,1840,2.9891,19500,0,0
46,17,19,1800,9.5785,31600,0,1
51,12,14,2640,2.0161,22650,0,1
46,12,3,200,0,30300,2,1
34,12,10,0,0,7232,1,1
43,12,3,1823,2.9388,10020,2,0
46,11,19,2750,4.3295,21850,0,1
40,12,4,0,3.1975,14700,2,1
50,12,6,0,0,30300,2,0
31,12,1,0,0,12916,2,0
42,16,0,0,0,26100,1,1
44,14,20,975,8.0409,66300,1,1
51,12,32,2450,1.5385,6719,0,1
48,10,2,0,0,6800,3,0
46,9,20,1944,0,14800,3,1
55,12,37,1920,2.375,15428,0,1
34,13,4,0,3.9333,31000,6,0
38,17,8,0,0,48300,2,1
34,16,3,1728,5.787,42430,1,1
54,12,18,0,1.6667,14450,3,1
47,8,11,778,0,8300,0,1
52,12,6,2030,2.4631,35641,0,0
46,7,14,1729,2.7,23600,2,1
35,17,14,2205,9.5785,20000,2,1
35,13,10,336,0,16200,2,1
51,11,19,2000,4,23980,0,1
45,13,36,480,3.0952,17000,0,1
30,16,10,0,0,28141,2,1
54,10,10,0,1.6927,31000,0,1
34,12,2,1300,2.7692,13066,0,1
51,12,1,0,0,12090,1,1
43,12,3,1823,4.1167,22172,3,1
44,14,1,0,0,23700,3,1
41,12,14,1000,2.85,20000,3,1
45,12,18,1960,2.3896,20000,0,1
41,12,8,0,0,7050,5,1
33,16,12,0,5.4167,40500,4,1
54,14,14,1530,1.1111,15810,0,0
32,12,7,2000,2.6,17200,2,0
38,10,5,0,0,15830,2,0
44,12,8,1868,4.5503,5550,0,0
44,16,1,2110,6.8493,36550,2,1
39,12,18,1092,4,24500,1,0
39,12,10,288,0,20155,2,1
58,16,11,1715,8.5333,50750,0,1
58,12,11,0,4.3365,32300,0,1
49,12,8,0,0,13399,1,0
53,12,22,780,1.676,27760,0,1
35,17,19,1820,5.787,42430,3,1
32,12,4,0,0,19022,1,1
36,12,2,0,0,17045,3,1
40,12,2,0,4.5408,41800,1,0
42,12,1,0,0,16100,1,1
31,12,4,1955,3.5052,8234,2,1
45,10,1,0,0,30000,0,0
51,8,10,1800,2.1545,12925,1,0
41,10,8,0,0,35500,3,1
51,12,0,0,0,15000,0,1
32,12,10,0,3.6797,19876,2,1
42,11,0,0,1.1987,15980,5,0
31,12,13,1960,3.4091,20800,1,0
50,16,19,1680,10.459,14300,0,1
31,12,5,0,1,9450,2,0
47,12,10,0,0,17280,2,1
31,11,0,0,0,28200,2,1
49,10,14,547,0,16000,0,0
44,12,12,0,0,21700,1,1
34,12,0,0,0,24250,3,0
49,7,2,0,0,11000,1,1
32,13,2,2581,1.7435,33040,3,1
53,16,35,1791,2.3753,30600,0,1
33,13,3,1729,4.4444,37300,3,1
37,11,4,0,1.9724,7286,3,0
34,12,9,0,5.4945,31875,4,0
50,11,11,320,0,24850,0,1
30,12,15,394,0,12000,3,0
31,17,3,1720,3.0952,51000,0,1
49,12,9,0,0,28070,1,0
30,14,2,240,4.5408,41800,2,1
46,13,10,1920,4.0161,58500,1,1
49,16,7,63,0,23750,3,1
47,16,4,0,0,13000,1,1
36,16,2,960,6.25,21152,2,1
32,12,3,0,0,18150,3,0
44,12,14,1410,4.9645,26080,1,0
30,12,13,1800,3.1633,20300,4,1
51,12,24,1984,4.1489,18500,0,0
36,12,10,400,1.625,5965,3,0
50,12,9,0,0,28069,1,1
52,12,14,0,2.3585,32000,2,1
56,12,8,0,0,30200,1,1
47,12,1,0,0,18200,0,1
39,13,1,1170,0.2137,16245,3,1
57,12,23,215,1.8605,13900,0,1
47,12,12,0,0,5000,1,0
37,12,0,0,0,37752,2,0
32,17,11,3120,1.7821,36000,0,1
58,12,20,0,0,21660,0,0
43,6,2,0,0,31500,1,0
31,12,14,0,0,15500,5,0
47,9,1,0,0,23100,3,1
32,12,6,1352,2.071,13200,3,0
53,6,6,215,0.8602,19007,1,1
51,12,19,1878,2.3897,13900,0,0
41,12,15,0,0,8400,3,1
40,13,2,0,0,16682,4,1
52,14,10,1771,5.8511,37300,1,1
48,9,1,0,0,18900,0,1
51,16,31,2750,8.6111,52600,2,1
41,12,25,4950,3.0416,30800,4,0
47,12,14,1984,3.5616,32590,0,1
45,16,33,2000,4.698,35600,0,1
32,12,2,0,0,29500,4,1
47,14,1,0,0,19000,3,1
31,12,3,0,0,6800,1,0
34,12,2,0,0,17500,4,1
56,12,19,2000,2.375,25700,0,0
40,11,9,760,0,26868,4,0
45,13,23,2000,2,22200,0,0
38,12,4,0,0,37250,1,1
31,12,14,0,0,10000,5,0
52,13,14,794,4,24795,0,1
47,12,29,2490,3.6948,31431,0,1
48,14,1,0,0,27000,2,1
32,17,23,1728,10.638,31600,1,1
44,17,7,0,3.6667,16300,3,1
57,16,14,0,4.4433,57000,0,0
43,12,0,0,0,21823,5,1
38,12,6,0,0,33100,2,1
34,16,3,0,3.7879,40900,4,1
38,12,5,0,0,15900,2,1
47,12,2,0,0,62500,1,1
40,12,8,0,0,19600,1,1
37,14,10,0,0,22995,3,1
44,12,4,215,0,13900,0,1
45,12,10,2032,3.7901,36200,1,0
47,7,23,1200,0,13600,2,0
48,12,19,1960,3.1666,11550,1,0
46,12,3,0,0,24135,2,1
30,17,20,2312,7.2146,79750,1,1
34,17,2,2581,1.7435,37300,3,1
46,11,19,794,1.8892,14209,1,1
46,12,0,75,0,10020,0,1
47,17,11,778,4.4444,31810,0,1
34,12,6,0,1.0965,7300,3,1
41,12,4,757,11.933,22200,2,1
48,17,2,0,0,31500,2,0
49,12,37,1791,5.4167,30600,0,1
35,12,10,0,0,18300,2,1
47,10,14,0,0,13530,3,1
35,12,11,1820,2.0635,24860,1,1
56,11,9,1456,18.267,91044,1,1
43,10,7,2480,4.0437,31431,4,1
49,12,11,0,0,11000,1,1
32,12,7,1500,2.2668,16860,2,0
35,12,1,2000,2.85,13600,2,0
33,16,16,2100,4.7986,33220,0,1
32,13,11,1880,5.8511,24600,3,1
36,14,19,1440,4.3295,30800,4,1
47,12,8,0,0,16788,3,1
38,12,10,900,4.4859,19600,4,0
50,11,12,1621,6.4775,33220,0,0
55,12,3,0,0,68035,1,1
49,12,7,532,2.6667,28700,1,1
45,13,25,1944,4.063,18100,1,0
30,7,8,0,0,16200,3,0
53,12,32,3120,10.459,10660,0,0
44,14,2,0,2.2255,16200,1,1
48,6,4,0,0,17258,0,1
54,12,15,1904,0,63500,2,1
34,12,16,690,1.1594,13300,1,1
30,16,14,372,4.9763,15620,2,1
52,12,29,1960,1.7435,24701,1,1
38,12,3,0,0,15500,3,0
49,8,2,0,0,16736,2,1
43,12,18,2272,1.5845,12800,0,0
48,12,5,0,1.8824,20300,1,1
34,11,16,1944,3.1728,19013,3,0
58,12,15,0,0,13400,1,0
58,12,28,2147,4.5645,21660,0,1
35,14,7,50,2.9891,22422,2,1
39,15,21,419,4.6875,8100,1,0
44,16,13,1680,3.2558,27200,0,1
59,17,7,419,6.6327,34000,0,1
55,17,1,848,0,51000,0,1
54,12,1,0,0,16150,0,0
42,12,12,1621,6.4775,32300,0,0
44,12,3,0,0,19600,3,0
43,16,12,0,0,28069,0,1
47,12,7,0,0,42800,0,1
55,12,16,1568,8.3333,32950,1,1
30,10,2,0,0,7300,3,1
47,12,25,1960,4.8651,9800,0,1
32,12,8,0,0,16600,2,0
56,12,0,0,0,10550,0,1
31,16,7,1260,4.0541,20880,3,1
31,9,3,0,0,19022,2,0
49,8,6,394,1.599,9563,0,1
33,13,21,1939,2.6667,26100,3,1
33,12,4,15,7.0667,14136,3,0
44,12,13,0,0,9600,0,1
49,12,3,0,1.25,15500,0,0
31,17,11,0,5.53,13300,1,1
41,17,9,1904,6.8493,66300,3,1
48,9,11,0,0,15500,2,1
51,12,5,0,0,12048,0,0
42,11,9,0,0,57000,6,0
45,12,27,1960,0,28316,0,1
47,14,3,0,2.2255,19000,4,1
33,13,6,0,0,31700,1,0
35,14,4,0,0,18874,2,1
41,13,15,2081,7.8431,19742,0,0
44,12,5,0,0,21943,3,1
54,12,16,1680,3.1975,33220,0,1
42,17,19,740,9.3294,24250,2,1
34,11,15,1250,1.4154,22660,4,1
46,14,15,1413,4,33856,0,1
50,13,14,0,2.2899,17730,4,1
54,16,10,608,0.5,40005,2,1
44,12,19,1336,2.6871,10027,2,0
55,9,17,0,0,12260,0,1
41,10,5,0,0,19855,1,1
38,16,7,0,4.3884,39100,2,1
43,13,13,0,5.8675,34220,3,1
40,11,19,610,4.0984,15652,0,1
46,16,14,1960,4.5918,28700,1,0
47,12,10,1944,0,22000,2,1
50,10,10,0,0,8400,1,0
41,16,9,0,0,25320,0,1
43,12,7,0,0,16476,0,1
49,12,3,0,2.0325,15500,1,0
30,14,12,480,2.8571,23900,4,1
37,17,4,1350,2.9891,15100,5,0
39,16,7,210,1.7778,8234,4,0
52,8,0,0,0,23000,2,1
59,12,18,757,1.0989,19855,0,1
34,17,6,868,8.1746,50750,0,1
52,12,20,160,4.4444,37000,1,1
46,12,15,1791,3.825,25516,0,1
39,13,1,1170,2.3585,16370,1,1
37,17,1,1440,6.4775,50900,4,1
34,12,11,690,0,14800,1,0
49,12,5,0,1.0965,17290,4,1
43,14,21,660,4.5455,16700,1,0
34,10,10,0,0,33856,7,1
48,12,13,156,2.6375,13579,3,1
49,12,3,0,0,18150,0,0
58,14,14,0,0,10040,0,1
48,12,20,0,0,17258,0,1
34,15,7,384,0.2137,14800,1,1
41,12,8,0,0,63500,2,1
38,9,3,0,0,7574,3,0
37,16,7,993,5.0352,19742,2,1
32,12,19,1738,2.6,10000,4,0
43,12,10,0,0,33671,3,1
49,8,2,489,0,19424,1,1
30,12,9,0,0,12100,2,0
46,13,4,456,0,33856,2,0
48,12,4,848,1.6927,24250,1,0
55,9,6,0,0,13072,0,0
47,9,10,0,0,15825,1,1
47,14,15,1100,3.6364,15800,1,0
51,11,15,1969,4.063,32300,0,0
34,12,12,1984,2.205,27400,1,0
38,16,22,757,2.4457,16476,1,1
36,10,10,300,0,15500,2,0
46,16,4,0,0,16240,1,0
33,12,2,0,0,8009,3,0
46,16,32,0,0,24135,2,1
51,10,20,0,0,7608,0,0
47,10,14,900,2.3111,5380,0,0
30,12,9,80,1.25,8337,0,0
30,12,6,900,2.1429,12807,2,0
46,12,11,288,0,17635,2,1
45,11,10,630,2.0635,24860,1,1
37,16,3,160,4.0625,25516,3,0
52,12,12,1230,2.0325,18500,0,1
47,10,16,1880,3.6687,9090,0,1
40,17,3,0,0,33920,0,1
51,12,0,340,0,21700,1,1
49,14,16,2045,0.3826,24125,2,1
56,12,6,0,3.5461,25700,0,1
55,12,0,0,5.2,19820,0,0
47,8,11,0,3.2134,12260,3,1
32,12,4,0,0,20500,3,1
34,12,6,456,1.0965,14800,3,0
38,12,9,2100,9.5785,23057,1,1
35,16,19,2141,4.0541,20200,5,0
33,14,11,520,8.6538,50900,2,1
50,17,35,2318,15.385,33000,0,1
35,12,11,2000,2.85,13600,2,0
30,12,6,1355,0,14300,2,1
36,10,10,0,0,15500,4,0
53,16,7,0,0,20200,0,1
53,12,18,2220,6.6327,15000,0,1
60,11,45,0,0,27000,0,1
42,12,2,1980,23.467,35600,2,1
54,12,3,561,1.607,29850,3,1
54,8,20,0,0,13000,0,1
59,10,14,1823,2.3111,22200,0,0
59,14,15,0,0,24350,0,1
39,12,15,0,0,15189,1,0
38,12,5,360,2.572,19434,2,1
37,12,9,372,2.2727,32300,5,1
32,12,5,0,0,21800,3,1
47,8,11,1200,3.2134,8300,0,1
49,16,8,0,0,25704,2,1
47,10,7,0,0,13000,0,1
43,11,15,1878,4.2339,42800,2,0
45,12,23,900,2.3111,5380,0,1
38,12,9,120,3.3333,21120,3,1
33,11,14,1910,2.5654,22150,2,0
47,12,3,0,0,15900,2,0
30,12,24,1458,5.123,17800,2,0
30,12,12,0,0,14100,0,1
44,12,0,1336,2.6871,14027,1,0
45,12,19,3120,2,14090,1,1
34,9,1,1348,2.2255,12048,4,0
45,12,8,0,0,20220,0,1
30,17,24,1302,6.25,25704,0,0
38,12,8,528,3.7879,40000,2,1
44,12,19,980,0,21000,3,1
30,13,0,240,0,15500,3,0
47,12,18,0,0.3571,19180,3,1
32,17,7,1080,8.6111,16917,2,1
51,8,1,0,0,5550,0,1
52,12,45,1800,22.5,24400,0,1
43,12,7,0,2.7961,18900,1,1
43,12,6,0,0,20500,0,1
43,12,5,0,0,6000,2,0
45,12,2,0,0,24149,0,1
33,12,10,1800,2.9261,21950,1,1
44,12,12,1868,4.5503,24900,2,1
53,7,0,0,0,3305,0,0
48,14,7,1960,3.9716,33000,0,1
46,12,12,2490,4.698,37200,0,1
43,12,18,0,1.749,21152,1,1
42,12,14,1530,1.7435,22200,0,0
34,17,14,1720,1.8762,12900,2,0
35,12,2,0,0,29150,2,1
40,12,10,0,0,20500,0,1
34,12,22,1680,5.4167,17800,3,1
54,17,2,1550,22.5,62500,0,1
48,8,2,800,3.825,24686,1,1
54,12,6,720,5.2326,28030,1,0
38,12,0,1980,4.5455,21040,4,0
54,14,15,120,0,19237,0,1
33,12,15,1969,4.063,18795,3,1
49,11,14,610,0,58500,0,1
43,14,5,180,0,26350,3,1
46,12,4,1174,0,23260,0,1
35,12,11,1000,3.8613,19000,3,1
55,12,0,0,0,28000,0,1
59,16,29,740,4.6667,18550,1,1
52,6,10,0,0,14884,2,1
57,14,24,2000,6.6327,25561,0,1
31,12,4,0,3.9333,12198,1,0
42,9,3,0,0,15825,3,0
48,11,10,0,0,17970,2,1
48,17,16,1880,6.875,34000,1,1
32,12,2,252,0.3571,30300,2,1
38,17,3,96,2,29400,2,1
41,15,9,0,6.25,18450,4,0
39,12,7,1376,5.3061,29650,1,1
37,12,16,50,1.1594,14800,4,1
47,12,26,1176,3.2313,12160,3,1
30,12,8,0,4.4859,17800,2,1
57,12,0,0,0,50300,0,1
34,12,2,0,0,17500,1,1
60,11,23,2088,0,24850,0,0
37,12,2,782,1.5345,12077,1,0
34,17,10,1969,4.599,37300,1,1
52,12,6,480,3.3333,29300,0,0
56,12,3,0,0,16073,0,0
51,12,8,1600,4.1489,28316,1,1
60,5,6,1230,2.0325,13000,0,0
31,17,3,215,2.6375,16245,2,1
33,12,5,0,0,23980,4,1
49,8,6,0,0.6564,17410,1,0
34,16,1,288,3.2986,20155,4,1
41,12,7,0,2.907,16500,3,1
40,11,4,0,0,14550,4,1
34,15,10,2052,4.4433,9600,2,1
31,13,8,1300,0.6642,13066,1,1
38,12,3,0,3.5461,23000,3,1
45,12,14,1738,4.0984,19151,0,1
43,12,16,2058,5.8511,27400,3,0
47,12,14,760,2.7778,27760,0,0
54,12,33,1440,1.1111,22200,0,0
49,9,14,135,2.2222,14000,0,1
56,11,8,1515,8.5333,24686,0,1
56,12,19,2032,3.0277,19150,0,1
45,12,9,80,7.6522,26921,0,1
43,16,15,1840,8.5333,37300,1,1
36,7,1,0,0,9090,2,0
55,12,13,561,3.5052,15000,0,0
55,16,33,794,5.6122,13000,0,0
55,12,18,0,0,15000,0,0
42,14,32,135,2.2222,14000,3,0
32,10,4,0,0,6800,3,0
37,5,9,1352,2.071,13200,3,0
40,17,15,0,0,11895,4,1
36,12,3,0,1.3333,26400,1,1
36,16,19,0,3.7879,18200,2,1
44,12,18,0,0,12800,1,0
59,14,2,0,0,32242,0,1
51,13,6,0,0,21900,0,1
30,12,29,2032,3.6687,9090,2,0
58,11,25,0,0,15500,0,1
39,11,8,394,0,22172,1,1
45,13,15,160,3.55,20900,0,1
36,16,0,0,0,18232,4,1
58,12,6,1428,1.7108,19876,0,0
38,16,33,1610,0.5,16150,0,1
41,15,8,0,0,21025,4,0
46,10,23,1260,0,12198,1,1
34,14,2,0,0,26220,2,1
45,15,24,1230,2.0325,16400,1,1
40,11,4,0,0,15000,4,0
43,12,10,0,0,29800,2,0
40,13,13,0,0,15500,1,0
30,12,15,980,3.0612,30000,1,1
49,11,8,610,4.0984,16000,4,0
42,11,0,690,2.4638,15897,1,0
42,13,2,1092,0,16200,1,0
54,14,5,0,0,36550,2,1
42,12,24,2215,3.6948,31600,2,0
30,12,6,1128,2.3897,14000,3,0
54,12,15,0,0,16510,1,1
55,11,0,480,5.2,21014,0,0
32,12,9,1275,0,11000,1,1
30,12,1,0,0,12916,2,0
51,12,11,1376,5.0872,28069,0,1
41,16,21,1984,4.5375,43210,0,1
34,12,11,660,2.9167,18290,2,1
37,16,13,740,5.0352,32300,3,1
48,7,10,0,1.1987,17970,0,0
