fatheduc,motheduc,nkids,faminc,huswage,hushrs,husage,huseduc,city,unem,inlf,mtr
12,12,4,17465,9.0029,1740,37,12,1,5,1,0.7515
12,12,3,24751,7.0769,3250,37,12,0,7.5,1,0.6615
7,10,3,23600,9.2347,1960,39,14,1,14,0,0.6615
12,12,2,36000,5.0455,2860,37,12,1,5,1,0.5515
10,7,0,11225,4.0727,2750,52,12,0,7.5,0,0.7515
7,7,1,40500,10.606,1980,50,12,1,14,1,0.5815
12,12,0,12198,6.6788,1647,39,14,1,7.5,1,0.7215
12,12,0,20610,5.5,2000,57,9,0,3,1,0.6615
7,12,8,24656,6.2732,2152,34,9,0,3,1,0.7515
7,16,3,42430,13.061,2450,33,12,1,14,1,0.5215
9,7,2,17290,6.1818,2246,39,12,1,9.5,1,0.6915
3,10,0,7044,1.0898,2383,43,12,0,7.5,0,0.7515
7,0,3,35400,11.218,1880,55,16,1,7.5,0,0.5815
12,14,2,17730,3.1531,3570,32,17,1,7.5,0,0.7215
16,12,2,28200,7.8168,3275,35,16,0,14,0,0.6615
7,7,4,29612,11.562,1384,39,12,0,11,0,0.6615
7,7,0,6719,2.7821,1840,41,12,1,7.5,1,0.7515
7,7,0,23260,11.411,1850,46,10,1,7.5,0,0.6615
12,12,2,28626,5.4448,2160,46,8,0,11,1,0.6915
12,9,3,21417,6.8,2250,45,15,1,9,0,0.7215
3,3,2,11920,3.2788,2080,43,11,1,7.5,1,0.7515
12,12,5,10000,4.8638,2056,41,12,1,7.5,0,0.7715
7,7,0,42800,17.728,2500,46,16,1,11,1,0.5515
7,7,0,32500,6.0453,4334,55,12,1,14,1,0.64
7,7,0,32011,9.1687,2802,56,14,0,9.5,1,0.5815
7,7,2,42800,14.114,1998,45,12,1,9.5,0,0.6215
12,10,1,13399,2.6701,2223,54,10,0,9.5,0,0.7515
7,7,3,12239,4.5173,1680,53,4,1,14,1,0.7515
7,7,0,20155,8.0492,2112,52,8,1,14,0,0.6915
7,7,3,24800,7.2137,2398,48,12,1,11,0,0.6615
7,7,3,3777,1.8515,2040,39,4,0,11,0,0.9415
7,17,1,6800,1.3792,2352,35,12,1,11,1,0.7515
12,10,2,14000,5.9524,2016,53,14,1,14,0,0.7515
16,10,1,35020,7.1006,3380,34,12,1,11,1,0.5515
12,16,3,9200,4.2308,2080,46,13,1,9.5,0,0.7515
7,7,0,15428,5.3327,1960,46,8,1,7.5,1,0.7215
12,3,0,24850,9.2308,1950,52,11,0,7.5,0,0.6615
12,7,2,35200,5.3571,3536,43,11,0,9.5,1,0.6215
7,7,2,24000,13.333,1350,42,12,1,7.5,1,0.6615
10,12,0,40800,11.981,3825,60,12,1,7.5,0,0.5215
10,10,4,27092,7.767,2060,49,12,0,11,0,0.7215
12,12,2,23100,6.9728,2940,32,12,1,7.5,1,0.6915
7,7,3,21500,8.5106,2068,45,12,1,7.5,0,0.7215
7,7,2,18300,8.2117,2000,55,12,0,9.5,0,0.6915
7,7,3,24125,9.5913,1926,35,17,1,5,1,0.6615
7,7,1,15200,4.6053,1824,31,12,1,7.5,1,0.7215
7,14,2,28700,8,1763,47,14,1,5,1,0.6215
7,12,2,33671,18,1100,38,17,0,14,0,0.6615
3,3,0,7608,3.9161,1430,47,17,1,5,1,0.7515
7,7,1,12048,4.1228,1936,38,10,1,11,1,0.7515
12,12,4,29500,8.4,2500,35,12,1,5,1,0.6615
3,10,0,2400,0.5128,2340,49,12,0,7.5,1,0.8015
3,3,1,26680,7.2709,2083,57,16,1,7.5,0,0.6615
9,7,3,14100,7.6829,1640,31,11,0,3,1,0.7515
14,12,1,14100,3.8462,3900,35,17,1,7.5,0,0.7215
17,16,3,35020,8.8634,2701,32,14,1,5,0,0.5815
7,7,0,12400,0.7595,3481,53,14,1,7.5,0,0.7515
7,7,0,23980,8.7912,1820,50,8,0,11,1,0.6915
7,14,2,23600,11.929,1928,34,16,1,7.5,1,0.6615
7,7,5,5000,0.9615,3160,49,12,0,3,0,0.9415
7,7,0,19820,4.7364,1948,52,12,1,7.5,1,0.6915
10,10,2,12100,5.4152,3022,33,12,0,7.5,0,0.7515
7,7,2,7608,2.4955,2805,31,16,0,7.5,0,0.7815
7,7,2,14600,6.4923,2218,51,11,1,5,0,0.7215
12,10,2,15000,6.3521,2856,47,8,0,5,0,0.7215
12,7,1,11000,2.3395,2990,46,12,1,9.5,1,0.7215
10,10,5,23820,9.375,1560,41,8,0,14,0,0.7215
12,12,0,26800,9.5238,2227,53,15,1,11,1,0.5515
9,12,3,56100,40.441,1360,42,16,1,5,0,0.4415
7,3,0,25360,7.8125,1920,48,10,1,7.5,1,0.6615
7,7,0,16400,6.0386,2597,56,10,1,7.5,1,0.7215
7,7,2,20960,7.1671,2651,48,17,1,5,0,0.7215
12,14,0,30600,7.3529,1885,57,12,1,7.5,1,0.6615
0,7,4,23750,7,2600,49,16,1,14,1,0.7215
3,7,3,19000,8.867,1920,44,10,1,5,1,0.6915
7,12,0,45250,12.062,3430,47,17,1,9.5,1,0.4415
12,12,2,37300,10.228,2552,47,17,1,5,1,0.5815
3,3,3,26000,7.9365,3150,44,12,1,11,0,0.6615
10,7,4,15632,10.417,900,49,8,1,14,0,0.7715
12,14,0,30750,8.8145,2286,39,16,0,5,1,0.6215
10,7,3,15632,11.244,1080,43,12,1,7.5,0,0.7515
3,3,1,23100,7.52,1875,50,8,1,5,1,0.6915
12,12,0,21800,8.1081,2047,52,12,1,11,1,0.6915
16,3,2,14550,7.0352,1990,48,9,1,7.5,0,0.7215
7,12,2,15830,4.3457,2352,41,8,0,5,0,0.7515
7,7,6,19000,3.8829,2874,36,16,0,3,1,0.7215
12,12,1,27400,11.594,2100,35,16,1,11,1,0.6215
12,7,0,37200,10.913,2280,52,12,1,7.5,1,0.6215
7,7,1,8000,1.8918,2874,52,8,0,14,0,0.7515
16,14,3,12090,4.1995,2286,30,16,1,14,1,0.6915
7,7,0,20460,6.6667,3000,54,12,1,11,1,0.6615
12,14,4,18450,7.1825,2921,42,16,1,5,0,0.6615
10,12,4,47500,19,2450,34,16,1,7.5,0,0.52
7,7,5,15700,2.8549,3185,41,12,0,7.5,0,0.7515
16,12,3,16510,6.9728,2256,44,14,1,9.5,1,0.7215
7,7,4,32685,11.4,2400,32,12,1,7.5,0,0.6215
12,10,3,21367,5.9524,2046,51,12,1,5,1,0.6915
3,3,0,9380,6.7407,1261,53,6,1,14,0,0.7515
10,12,2,28630,15.16,2178,32,17,1,11,0,0.5815
0,0,1,13400,4.287,2286,40,12,0,14,0,0.7515
14,12,2,23980,7.2709,2250,45,16,1,3,0,0.6615
7,7,0,24795,4.5,2250,58,14,1,11,1,0.6615
7,7,0,40900,11.538,2600,51,12,1,9.5,1,0.5815
14,7,3,17640,5.2734,2419,38,12,0,5,0,0.7515
7,12,2,7000,1.8491,3096,33,12,0,3,1,0.7815
7,7,2,20425,5.7143,1970,34,12,0,5,1,0.7215
16,16,5,3305,2.3669,2880,42,12,0,14,0,0.7915
12,12,1,31000,4.4479,3856,37,12,1,11,1,0.5815
7,10,2,57300,12.788,3120,49,12,1,7.5,0,0.5215
7,12,1,37000,11.4,3000,50,17,1,7.5,0,0.61
7,7,2,21800,7.75,2250,49,9,1,11,1,0.6615
17,16,1,32000,8.1633,2450,34,16,1,5,1,0.61
3,3,0,15100,7.2139,2010,50,12,1,9.5,1,0.7215
3,7,1,21014,5.2083,3340,52,12,0,7.5,0,0.6615
12,12,0,19175,5.8791,1985,43,12,0,14,1,0.6915
3,3,4,7500,4.0761,1840,44,6,1,7.5,0,0.7915
7,7,0,15500,1.9286,3500,58,12,0,3,0,0.7215
7,7,3,19700,8.547,1987,34,14,1,14,0,0.7215
16,12,0,14700,7.0352,3684,48,9,1,7.5,0,0.7515
7,10,1,21620,10.913,1430,50,14,1,7.5,0,0.6915
7,7,0,17200,6.277,2350,55,4,0,14,0,0.7215
10,12,0,10660,1.9835,3443,59,14,1,7.5,1,0.6915
12,12,1,28450,4.5466,2250,42,16,1,7.5,0,0.6215
10,10,2,24000,6.5789,3120,38,14,1,7.5,1,0.6615
12,12,1,21450,9.2347,1647,40,16,1,14,1,0.6215
7,7,0,15389,6.162,1100,52,8,1,7.5,1,0.7215
10,10,0,39000,14.476,1848,53,12,1,7.5,0,0.5515
7,7,2,50300,21.786,1960,40,13,1,14,0,0.4415
7,7,0,5550,0.4121,3640,54,10,1,7.5,0,0.7515
7,9,0,12925,7.2072,1554,57,12,1,14,0,0.7215
10,7,2,13120,4.6875,1920,46,8,0,11,1,0.7515
7,12,1,16225,4.9669,2550,55,12,1,3,1,0.7215
7,12,3,30018,13.83,2068,55,16,1,5,0,0.6215
3,3,3,10190,7.569,1984,34,12,0,14,0,0.7915
10,7,3,18874,5.4487,1920,34,10,0,14,1,0.7215
10,12,3,17635,3.6458,960,33,9,0,7.5,0,0.9415
7,7,0,43500,16.064,1944,47,14,1,7.5,1,0.4915
12,12,2,17302,4.8843,2032,46,12,0,3,1,0.7215
7,12,2,4000,3,2190,33,14,1,9.5,0,0.8015
7,7,0,1500,0.4121,3640,58,12,1,7.5,0,0.9415
7,10,2,21574,2.9631,2670,37,12,0,5,1,0.6915
7,3,1,24800,8.7634,1520,48,6,1,7.5,1,0.6615
10,7,4,15000,1.9854,3366,37,12,1,5,1,0.7215
7,14,0,14545,2.9686,3290,43,14,1,9.5,1,0.6915
7,10,0,14000,4.0288,2160,59,8,1,9.5,0,0.7515
0,0,6,12870,3.3742,1304,38,9,0,7.5,1,0.7915
14,12,1,13900,4.2098,1955,38,10,1,5,1,0.7515
10,12,0,25704,9.8315,1918,49,14,0,14,0,0.6215
10,10,2,8311,4.6256,1950,35,10,0,7.5,1,0.7215
7,7,0,25500,5.3327,3380,60,12,1,11,0,0.6615
14,12,3,28141,8.547,2106,30,14,1,7.5,1,0.6215
7,12,4,22962,7,2000,39,13,1,7.5,1,0.64
12,12,5,19151,6.1498,2304,36,12,0,14,1,0.7215
3,10,1,15897,5.538,1896,44,11,0,7.5,1,0.7215
12,14,0,23900,7.0352,1560,57,12,1,11,1,0.6615
10,12,3,17280,8.0523,2094,47,10,1,7.5,0,0.7515
16,16,4,42100,7.2308,3315,45,17,1,9.5,1,0.5215
7,12,4,19730,10.14,1430,37,12,1,5,1,0.7515
9,7,0,32650,12.766,2080,55,12,1,14,1,0.58
7,7,1,22897,7.8125,1920,43,15,1,11,1,0.6915
12,12,3,34550,13.57,1920,38,16,1,7.5,1,0.6915
10,10,0,15420,4.2708,1920,55,12,1,9,1,0.7215
12,7,3,21417,5.5,2550,45,12,1,14,0,0.7215
7,7,0,35207,12.22,2040,54,17,1,9.5,1,0.5815
10,7,1,24669,5.144,1944,59,10,1,9.5,1,0.6915
7,7,0,10700,1.48,3481,53,9,0,7.5,0,0.7515
7,12,0,17080,4.6217,2326,56,12,0,7.5,1,0.7215
10,12,1,35350,9.2402,1948,30,16,1,7.5,1,0.5515
7,10,4,36000,8.8333,2600,34,17,0,7.5,0,0.5515
12,12,0,37600,15.686,1160,54,17,1,9.5,1,0.5815
7,10,1,10550,4.8843,2160,59,8,0,7.5,0,0.7515
7,10,1,9450,4.6053,1135,31,12,1,7.5,1,0.7215
7,10,4,15632,10.417,768,49,8,0,14,1,0.7515
7,7,3,37000,9.2402,2059,47,13,1,11,1,0.52
7,9,1,14800,7.6754,1824,51,13,1,7.5,0,0.7215
7,12,3,17930,5.2528,2690,32,12,0,5,1,0.7215
7,14,0,18100,9.5238,2137,53,16,1,9.5,1,0.6615
12,12,4,35000,8.8333,2100,31,12,0,11,0,0.5815
9,14,1,24470,8.7719,1710,49,16,1,9.5,1,0.64
12,10,3,27000,7.5,3430,32,12,0,9.5,1,0.6615
12,12,0,13000,2.9762,2304,56,12,0,7.5,0,0.7215
14,14,2,28900,10.193,2180,50,16,1,9.5,0,0.6215
3,7,0,32600,8.4574,2600,44,13,1,5,1,0.5515
7,7,2,31431,10.87,2400,45,17,1,7.5,1,0.5815
7,7,0,23300,4.8611,2880,48,12,1,9.5,1,0.6615
7,7,2,34220,12.794,2140,56,11,1,7.5,1,0.5815
12,12,4,21400,11.685,1505,37,14,1,7.5,1,0.7215
3,14,5,63200,23.81,2940,40,16,1,5,1,0.4415
10,12,1,30000,7.1006,3119,42,16,1,11,0,0.5815
12,12,2,41800,10.471,2423,31,17,1,7.5,1,0.5215
16,12,3,57000,17.361,2016,39,15,1,5,0,0.4415
7,7,1,47000,17.25,1990,57,11,1,9,1,0.5515
7,7,3,16771,2.2442,2070,44,8,0,14,1,0.7515
7,7,1,25633,11.244,2250,46,17,1,7.5,1,0.6215
10,7,0,28200,6.393,3410,50,12,1,14,1,0.5215
12,12,1,21000,7.5449,2140,47,12,1,5,1,0.6615
7,7,4,24000,10.487,2260,38,12,1,9.5,0,0.7215
12,7,1,14060,6.3521,2204,56,8,1,5,0,0.7215
10,12,1,8400,3.6184,2300,60,8,0,3,0,0.7815
14,10,2,31600,10.228,2970,31,15,1,5,1,0.5815
7,7,2,13440,5.1894,1927,39,10,1,5,1,0.7515
3,3,0,8117,2.5425,2690,56,11,1,7.5,0,0.7515
7,7,1,16000,7.7519,2064,52,12,1,11,0,0.7215
7,7,2,13300,4.6154,2016,41,12,1,14,1,0.7215
7,7,2,20425,5.7143,2100,43,12,0,5,1,0.6915
14,7,0,57000,19,3185,57,16,1,7.5,0,0.4415
7,7,0,3305,1.94,1964,55,8,0,3,1,0.7915
7,7,0,32242,6.6618,2717,60,12,0,11,0,0.6615
7,12,3,16771,7.4266,2033,44,8,1,7.5,1,0.7215
16,16,1,8630,4.5851,1690,39,12,1,14,0,0.7915
12,14,4,15700,1.9854,3366,37,13,1,5,0,0.7215
12,12,1,18150,6.3309,1920,47,12,1,11,1,0.7215
7,7,1,14027,4.6875,1920,46,11,0,11,1,0.7515
10,10,1,23057,5.4448,2601,38,12,0,7.5,1,0.6615
7,7,3,37300,9.2567,2750,42,16,1,7.5,1,0.6615
7,3,3,3777,1.8515,2040,54,5,0,7.5,1,0.9415
3,7,3,16200,4.0625,1920,35,7,0,7.5,0,0.7815
12,7,4,31000,11.107,2739,36,12,1,14,0,0.6615
16,10,4,14550,7.0352,1990,40,8,1,11,0,0.7515
10,10,0,12800,3,3000,47,8,0,11,1,0.7215
7,7,2,13600,5.8228,2016,41,12,0,14,1,0.7215
12,12,2,33570,9.3333,2450,38,12,1,7.5,1,0.6615
7,12,2,15830,5.3146,2352,41,8,0,5,0,0.7515
3,7,4,7500,4.0761,1840,44,6,1,7.5,0,0.7915
0,7,1,13400,4.287,2286,40,12,0,14,0,0.7515
7,12,4,20050,4.7883,2390,43,8,0,7.5,1,0.6915
7,7,2,9090,3.9629,2128,42,12,0,3,0,0.7715
7,7,2,25100,5.508,2496,51,10,1,5,1,0.6615
7,12,0,52645,13.907,2520,47,12,1,7.5,1,0.4915
3,3,0,7044,2.999,1960,47,12,0,14,0,0.7715
12,12,0,31810,7.4101,2058,49,8,1,14,0,0.6915
7,7,0,35500,6.6667,3390,55,12,0,14,1,0.5815
9,7,4,14300,5.4487,1640,40,11,0,3,1,0.7515
12,10,0,13900,3.8095,3088,37,12,0,5,1,0.7215
7,12,1,14700,6.2278,2248,44,17,0,9.5,1,0.7215
12,12,0,24984,8.6806,1705,55,12,1,14,0,0.6915
7,10,2,13600,2.9762,2016,47,10,1,14,1,0.7215
16,14,3,23750,7,2385,38,12,1,14,1,0.6615
12,12,1,29650,6.54,2880,40,14,0,7.5,1,0.5515
0,7,6,13440,5.0434,2036,39,14,0,5,0,0.7715
17,14,3,19730,8.1347,1930,37,17,1,7.5,0,0.6915
16,12,4,45250,17.361,2016,33,16,1,5,0,0.4915
7,10,4,19007,5.5147,1827,37,10,1,14,1,0.7515
7,7,1,26000,7.2709,2008,40,8,1,5,1,0.6215
7,7,0,20800,4.053,2640,56,12,0,14,1,0.7215
12,12,0,51000,10.823,3234,55,14,0,9.5,1,0.4615
10,12,4,13075,5.4054,2553,31,16,1,9.5,0,0.7515
7,7,2,25633,8.547,2250,39,17,0,7.5,1,0.6215
7,7,0,13900,5.6889,2250,55,12,1,5,0,0.7215
7,7,0,19237,8.5714,2315,51,12,1,9.5,0,0.6615
7,7,0,18200,5.5,2000,54,12,1,7.5,1,0.6615
7,12,1,21014,10.87,2052,55,15,1,9.5,0,0.6615
12,12,3,20500,3.5612,2940,33,17,1,7.5,0,0.7215
7,3,0,32242,6.6618,2717,53,12,1,11,0,0.6615
12,10,3,18220,6.6182,2750,34,14,1,9.5,0,0.7215
7,7,2,14136,6.5337,1968,42,13,0,14,1,0.7215
7,7,2,18190,4.2975,3644,40,12,0,3,1,0.7215
12,12,0,21650,9.3525,1820,57,10,1,7.5,1,0.6615
16,16,1,13900,5.2083,2390,45,16,1,5,1,0.7215
7,7,3,21943,3.1531,2500,42,16,1,9.5,0,0.7515
12,12,0,8234,3.3439,2210,48,10,0,14,1,0.7515
12,12,1,30200,7.6782,2423,54,8,1,7.5,1,0.6615
7,7,3,16771,7.4266,1840,44,8,0,7.5,1,0.7215
7,7,2,24466,7.75,2400,49,12,1,11,0,0.6615
12,12,3,20500,6.9728,2452,31,17,1,11,0,0.6915
7,10,3,11500,3.7129,2020,37,8,0,7.5,1,0.7815
0,3,6,13440,5.0434,2419,39,14,0,5,0,0.7715
7,7,4,7050,1.4152,3825,41,11,1,3,0,0.8015
7,7,0,14756,7.2274,1605,55,10,1,7.5,0,0.7215
12,7,0,16400,5,1050,59,5,1,14,1,0.7215
7,7,3,21417,8.5106,2068,45,12,1,9.5,0,0.7215
12,12,0,21800,5.8824,2400,34,16,1,7.5,1,0.6915
12,12,0,13900,5.102,1960,31,11,0,7.5,1,0.7215
17,14,1,38590,8.8634,2970,48,14,1,14,0,0.5815
7,7,2,7720,2.4955,2805,35,10,0,7.5,0,0.7815
7,7,2,13250,5.1894,2070,47,10,1,5,1,0.7515
7,7,1,29612,9.5238,1384,39,12,1,11,1,0.6215
7,12,3,12487,5.0434,2024,46,12,1,5,0,0.7515
14,12,1,30300,8.1633,2940,53,17,1,5,1,0.5515
10,12,1,24701,8,1605,54,10,1,5,1,0.6915
12,12,0,21100,3.131,2184,55,14,0,9.5,1,0.6615
7,7,5,5550,0.9615,3120,49,12,0,3,1,0.9415
7,10,4,15189,6.9215,2205,50,12,1,11,0,0.7515
7,16,3,24800,11.4,1278,33,17,1,14,1,0.6615
3,7,0,23000,7.8529,2452,54,12,0,3,0,0.6915
7,7,2,17045,7.4266,2062,38,8,1,9.5,1,0.7215
9,9,0,16050,6.1239,2248,53,9,1,9.5,1,0.6915
7,12,0,27200,12.164,1932,48,16,1,14,1,0.6215
12,12,1,26080,6.1659,2856,33,14,0,7.5,1,0.6215
10,10,5,15980,4.2308,2470,38,10,0,3,0,0.7815
10,7,4,47500,12.478,3280,38,16,1,9.5,1,0.4915
9,12,1,19600,6.9079,1920,56,8,1,9.5,1,0.6915
7,7,1,16500,7.1277,1880,46,12,1,7.5,0,0.7215
7,16,2,35020,11.107,2450,31,17,1,5,0,0.5815
7,7,0,7608,1.3741,3432,57,11,1,7.5,0,0.7715
12,12,1,26100,10.228,2390,30,17,1,5,0,0.6915
16,14,3,28630,9.5745,2670,31,17,1,7.5,1,0.6215
7,12,0,52645,20.918,1920,51,17,1,9.5,1,0.4415
12,12,4,33040,8.7866,2630,37,16,1,11,0,0.6615
10,7,2,15500,8.6735,1926,45,16,1,11,0,0.7215
7,7,2,40500,10.589,3022,51,12,1,14,0,0.6215
7,3,1,7232,4.8077,640,51,7,1,11,0,0.8015
10,12,1,19730,8.656,2195,34,17,1,9.5,1,0.6615
12,12,0,13900,4.3834,1960,31,12,1,7.5,1,0.7215
10,10,0,14884,5.55,2040,47,11,1,9.5,0,0.7515
7,7,4,17045,4.2098,2400,41,12,0,3,1,0.7515
12,12,1,21000,8.0523,2390,32,17,1,7.5,1,0.6615
10,16,3,22582,5.6922,2400,37,12,1,7.5,1,0.7215
10,10,3,21943,5.144,2878,50,16,1,7.5,0,0.7515
7,7,1,40500,10.589,2526,46,11,1,7.5,1,0.61
14,12,2,14000,5.9524,3640,35,14,1,14,1,0.7215
7,10,3,10000,7.6843,1896,52,13,1,7.5,0,0.7515
12,12,2,18180,5.9995,3684,42,14,0,9,0,0.7215
14,14,0,24500,9.1702,1920,47,14,1,5,1,0.6915
7,16,0,35020,11.814,2701,54,15,1,7.5,0,0.5815
3,12,3,14209,5.9026,2450,39,7,1,9.5,1,0.7215
7,12,2,24600,8.1566,2284,35,13,0,7.5,1,0.6615
7,7,2,10776,3.4077,1520,37,10,1,14,1,0.7815
12,7,1,22000,9.8788,2227,51,12,1,5,0,0.6915
7,7,3,13300,6.2972,1985,42,12,0,7.5,1,0.7515
7,7,0,19007,4.7364,2760,53,11,0,3,1,0.6915
7,12,3,35100,10.487,3000,37,14,1,7.5,1,0.6215
14,12,2,31600,10.228,2025,39,16,1,11,1,0.6215
7,10,2,40800,10.471,3080,55,16,1,7.5,0,0.5515
7,14,1,10876,4.1458,960,57,10,0,7.5,0,0.7515
7,7,0,41500,16,2500,55,16,0,9.5,0,0.5515
7,7,1,21400,9.2725,1680,50,16,0,7.5,1,0.6915
7,7,0,12090,5.9172,2028,54,8,1,9.5,0,0.7215
7,7,1,10660,9.5238,840,52,8,1,14,0,0.7515
12,14,2,52600,20.918,3080,50,15,0,5,1,0.4415
7,7,0,25516,9.1748,2140,50,12,1,5,1,0.6215
14,3,1,23980,6.713,2570,48,16,0,7.5,1,0.6915
12,14,1,24800,8.3333,2400,45,12,1,9.5,0,0.6615
7,3,1,28900,8.7634,2054,58,8,1,7.5,1,0.6215
7,7,2,19840,5,2410,49,10,0,7.5,1,0.6915
17,12,4,16308,5.1042,2520,30,16,1,5,1,0.7215
7,7,1,26350,7.2709,2008,58,12,1,5,1,0.6215
3,3,3,13000,3.8246000000000002,2144,46,9,0,7.5,1,0.7715
7,9,1,24400,5.4487,1984,40,17,1,7.5,1,0.6615
10,14,1,28141,5.6738,3018,48,12,1,7.5,1,0.6615
7,7,0,25561,7.3064,1952,58,16,1,14,1,0.6215
7,12,3,23000,7.5449,2140,47,10,1,7.5,1,0.6615
7,7,3,21800,8.4416,2310,30,9,1,11,1,0.6615
12,16,3,33856,7.9082,1960,51,14,1,9.5,1,0.6615
7,7,2,88000,40.509,2160,47,12,1,9.5,0,0.4415
17,16,2,66300,12.062,3080,32,17,1,9.5,0,0.4415
7,16,0,8630,4.1152,1690,39,12,1,5,0,0.7915
7,7,4,15000,5.1894,2400,41,12,0,7.5,0,0.7515
7,12,3,5330,1.74,2005,37,7,1,11,1,0.8015
12,12,1,26080,7.52,2106,30,16,0,7.5,1,0.6615
7,7,0,36150,11.719,2470,57,16,1,7.5,0,0.5515
3,7,3,27092,7.767,2060,49,12,1,11,0,0.7215
7,7,2,22582,7.9125,1960,54,7,0,11,0,0.6915
12,12,1,38700,12.548,2630,39,14,1,5,1,0.5515
7,12,2,23820,5.8824,2040,39,12,0,5,0,0.6615
14,7,0,55600,20.496,2703,55,17,1,14,1,0.4415
3,3,2,10400,3.4615,2080,33,8,0,7.5,1,0.7815
3,3,2,7044,2.999,1960,47,12,0,14,0,0.7715
7,7,2,32950,10.4,2553,50,10,0,7.5,1,0.6215
9,9,0,17500,6.1239,2776,59,9,1,9.5,0,0.6915
7,3,3,26000,8.547,2000,44,12,1,11,1,0.6615
7,7,1,27092,5.851,3280,53,16,1,5,1,0.6615
12,7,1,22200,6.3309,2640,49,12,1,11,1,0.7215
7,7,2,36200,8.3333,2400,46,12,1,7.5,1,0.61
12,10,4,28141,7.9365,2184,37,14,1,11,1,0.6915
10,10,4,16200,2.3669,4030,57,17,1,7.5,1,0.7215
7,9,1,9400,1.9835,2420,47,4,0,7.5,1,0.7515
16,12,1,16073,7.4697,2460,37,16,0,7.5,0,0.7215
10,7,2,14450,7.1083,1880,55,12,1,7.5,0,0.7215
9,9,0,9400,1.9835,2420,47,4,0,7.5,1,0.7515
7,7,0,23300,5,2205,55,17,1,11,1,0.6615
12,17,2,20220,5.3004,2595,47,14,1,11,1,0.6915
7,17,2,13066,7.2233,1864,32,15,1,11,1,0.7515
0,0,1,13400,4.287,2286,40,12,0,14,0,0.7515
12,7,0,35207,15.686,2016,54,16,1,9.5,0,0.5815
10,12,2,27850,8.5102,2178,42,13,0,7.5,0,0.6215
7,7,4,35910,7.2917,3036,42,15,1,11,1,0.5815
10,7,2,24751,9.6354,2040,57,12,1,11,1,0.6615
3,12,1,13066,5.181,2625,38,11,1,7.5,1,0.7515
17,12,1,30800,9.5238,3380,50,17,1,11,1,0.5815
7,10,2,16600,5.9026,1995,40,12,1,14,1,0.6915
12,12,3,12487,4.0884,2024,39,12,1,7.5,1,0.7515
12,7,0,21000,6.0468,3000,50,13,1,7.5,1,0.6615
14,12,3,42430,13.061,2450,48,14,1,5,1,0.5
10,7,3,15096,11.244,1080,41,12,1,14,0,0.7215
7,7,2,21800,5.7143,2100,43,12,1,7.5,1,0.7215
10,12,1,17700,2.2442,2450,35,17,1,9.5,1,0.7215
7,12,1,25320,11.322,2208,51,12,1,5,1,0.6215
7,7,0,20200,6.6667,3000,53,13,1,7.5,0,0.6915
17,12,0,35000,11.981,2550,60,16,1,7.5,0,0.5515
7,7,4,14100,5.7054,1360,40,11,0,14,1,0.7515
10,7,3,21943,3.1531,2450,42,16,0,7.5,0,0.7515
7,7,3,4350,1.5192,1914,33,9,0,7.5,0,0.9415
12,12,1,18874,2.7998,3315,39,17,0,9.5,0,0.6915
7,7,1,20300,9.3333,1680,46,12,1,9.5,0,0.7215
7,7,0,28600,4.9181,2467,56,8,1,5,1,0.5815
12,7,1,34000,9.1667,2400,39,15,0,5,0,0.6615
12,12,2,18200,7.9787,2006,39,12,1,9,0,0.7215
12,14,0,25300,6.4923,1960,53,16,1,7.5,1,0.7215
10,7,3,24000,8.4,2500,35,12,1,9.5,1,0.6615
7,10,3,16600,7.0578,2352,37,7,0,5,0,0.7215
7,7,0,24580,6,2250,51,12,1,9.5,1,0.6615
7,7,3,21384,7.6576,2640,40,17,1,7.5,0,0.6915
10,10,1,44988,14.476,1848,53,12,1,7.5,1,0.5515
12,7,2,22225,9.2971,2390,41,14,1,7.5,0,0.6915
10,12,3,5965,2.0562,1896,40,7,1,11,1,0.9415
12,10,1,22800,15.16,1100,39,16,0,7.5,0,0.6615
12,12,3,17730,4.2975,1804,43,16,0,3,1,0.7215
0,0,2,21800,6.1204,2160,51,5,1,7.5,0,0.6915
12,12,1,35700,12.794,2423,49,8,1,7.5,1,0.5515
16,10,2,30419,8.6806,4160,48,16,0,3,1,0.6215
7,7,1,35020,8.1776,2140,43,11,0,7.5,1,0.5815
12,12,4,6000,5.6033,1120,47,12,1,5,0,0.8015
0,0,0,20130,6.2174,1725,47,12,1,7.5,1,0.6615
10,10,2,18232,6.9888,2504,31,12,0,5,1,0.6915
16,12,0,29800,13.333,2413,51,16,1,5,1,0.5515
7,7,2,20300,7.1429,1680,46,12,1,7.5,1,0.7215
3,12,1,24000,11.814,2370,36,17,1,14,0,0.6215
7,7,2,15550,2.9762,2016,32,12,0,14,1,0.7215
12,12,0,13000,2.3669,2412,56,12,0,14,0,0.7215
7,7,0,19007,1.854,2760,60,11,0,11,1,0.6915
12,12,3,24580,8.1081,2750,48,12,1,9.5,0,0.7215
7,12,3,22150,4.7103,2123,40,10,0,5,1,0.6915
7,7,0,18190,4.3956,2640,60,12,0,5,1,0.6915
7,7,2,30000,9.5745,1880,50,12,0,11,0,0.6915
12,12,1,26080,3.8263,2856,48,12,1,7.5,1,0.6615
12,12,2,28069,7.3529,2116,44,17,0,11,0,0.6215
3,7,3,24800,10.487,1987,51,12,1,11,0,0.7215
